45310,188045,182091,20995
44968,185605,177782,17853
45636,186902,180492,18048
44941,184186,181388,18669
44750,186959,180367,18419
43703,179507,184427,18840
46881,189395,178603,19688
45169,186569,183288,19146
44705,183899,185129,18953
45837,183974,186231,18769
45586,190631,180848,20697
45956,188017,187776,21418
44816,187647,184107,23315
45696,187473,180236,18915
44984,187186,177265,17103
44338,176652,174161,19837
43496,178568,180183,20037
43328,172096,170808,19605
43339,174141,184520,18862
44560,174063,174313,17546
43600,184610,175810,22526
43597,176355,173807,17752
44088,177173,169496,17845
42275,233733,189169,18270
43556,182626,176558,18901
45246,212943,177784,17956
43120,176824,172787,18309
42272,170082,171914,24663
44302,177472,171696,20552
42481,175897,178183,21015
42617,178160,175637,20264
43705,175538,176186,20089
42124,173451,173114,20950
42550,173250,172628,16260
43415,175380,170760,17422
42059,172480,173523,17601
42954,174502,174799,17394
41777,176211,170712,17453
42084,179293,174777,18073
42704,170928,174035,19333
42341,179990,177387,17657
44134,172342,175001,17596
41588,178819,171717,17912
42035,172311,180399,17278
41175,168568,166670,19658
40928,164572,164451,19261
40776,169457,166969,21281
42351,166093,166606,17344
41106,166265,171771,15691
40493,165126,165175,18799
40904,171512,166432,18192
41387,168468,163954,18549
40958,164831,170861,21634
40627,167931,187481,21606
41738,175604,169812,17883
40551,168270,162409,17607
41170,167247,166349,17385
41318,231510,186547,25284
41977,175624,167638,17222
40966,169262,168641,19495
40727,170732,165429,17345
40935,165732,169222,20078
40413,169829,168477,19895
83899,165300,167269,16095
41260,166046,166937,17172
43367,190756,171190,17460
41819,170856,174840,17288
41562,169252,166708,17416
42173,169196,166660,16971
41194,165767,165402,18724
40265,173046,183877,17440
41400,171617,168137,16933
41815,166235,165336,17343
41332,168768,164186,17357
40607,164698,164271,17507
41096,167189,165955,16732
40812,169117,166385,19243
41047,166673,168091,18982
41407,166264,167761,19800
40257,168123,171699,22226
68616,172909,172743,17416
41651,169125,166811,16347
40507,172395,169348,19463
41110,164595,169094,19571
40737,165489,166468,18486
40430,170921,164789,17802
40214,165145,165072,18474
41133,167293,167789,16751
40472,165215,165640,17038
42521,166528,169433,22122
39721,166559,168214,17714
40721,165738,163231,16705
40222,163708,164207,17811
40245,168122,167970,24158
40551,162245,166481,17645
41224,169612,167802,17468
39957,163202,164865,19567
41100,162364,165950,19200
41631,171187,168373,19603
41431,161656,164792,16209
41156,172055,163673,17132
40395,168749,328822,18349
45046,202498,179584,17229
42312,173715,171047,17524
44687,195003,170689,17548
41099,167866,169934,16848
41351,170565,168850,18480
41721,165921,168223,17722
40848,169998,167435,17088
39983,166453,166584,19122
40890,170512,168274,26688
41399,166320,163214,19380
41079,168420,166165,21317
40393,165661,164560,17214
40313,167541,164753,15667
40566,163787,164503,19379
41729,167127,173984,18736
40057,167438,168390,18233
41038,168407,167720,22059
40370,163891,166204,17492
41003,171352,165766,16098
40745,169140,176570,17432
41630,173874,168445,16905
41525,171787,172533,17389
42396,172168,167358,23418
41806,169559,168572,19680
40290,163257,167920,19532
39854,173986,165558,19903
40707,167329,166600,19487
41693,163961,168941,15474
40872,172113,166679,17040
41436,162421,162096,16697
40310,164262,171929,17141
41934,170133,167157,16622
46117,166737,164598,17585
42240,203371,165716,19148
41180,168037,170513,17211
41864,167385,163984,19515
39802,169713,167359,21435
40763,166501,163289,16824
41648,171567,167099,19068
41398,165607,168885,18441
40916,166338,256996,21553
43549,201017,177954,18750
40788,168940,165461,20994
42007,170572,166694,16943
40433,169334,164435,16641
41437,173238,165792,18082
42576,169775,163632,17019
60882,204252,186032,22677
45033,182057,178725,20840
41845,175186,169243,19299
44252,171016,171670,16232
41306,170466,165731,17246
41724,166694,167422,18547
41830,161310,164538,17224
41002,166677,163975,17631
41893,165313,165660,18070
40837,168872,167401,17570
41416,170752,166655,19235
41683,167084,162933,20814
41814,165673,162176,22025
43217,168490,528941,23875
44960,178436,488655,23802
43273,176296,487366,23536
42817,176960,485163,29584
42011,173164,479940,28854
41909,173228,171281,17415
42207,170447,167661,20026
41108,167671,169337,15553
40373,164228,169536,19092
42568,173061,170250,18187
39893,166217,167988,18225
41773,166823,169639,16936
43051,167387,247624,23098
44355,175930,167030,17470
42191,170355,167763,16888
41291,166168,164676,18417
40975,168724,166248,16950
40444,169499,168541,20405
40319,164939,161572,20264
41742,164346,161556,19382
42507,167365,167288,16906
40781,349294,191609,17660
43267,177575,495190,18802
43249,185608,174849,16830
42365,165395,171383,18305
41694,163214,165900,18970
41210,169062,164311,17438
41819,170399,162762,18904
40576,168798,164685,21135
41176,167322,162905,16929
40855,172138,170031,17166
40910,165945,166720,19441
40656,162009,162878,15975
41896,165525,167743,17935
40663,167875,164950,18945
39960,161144,162831,17854
41517,167470,165221,16682
51553,174809,166575,21198
41015,160213,168504,17282
41852,169170,166216,17588
41064,162685,162084,19440
40399,170323,164852,19853
40913,164462,162532,19068
39636,158720,170430,17277
42976,176869,167481,17068
41717,167091,165089,17305
40653,161463,166348,17226
40190,167337,166449,17180
40512,165786,162035,18636
39770,166897,165742,17462
40505,167398,164177,18791
39796,164708,165935,19981
40204,163220,161907,21230
103006,191377,168414,16864
41651,168661,168636,15945
40918,161145,171583,19149
41469,162445,165930,18457
41708,168813,163320,19242
42227,163425,163453,17913
40453,166995,165685,17598
40560,163406,165793,21297
41296,170088,165978,17339
40311,167707,165418,16370
40890,161425,164207,18335
41602,167048,159977,16833
40620,167856,163183,19777
41836,163660,159756,20058
40591,168118,170071,19347
41316,163580,163487,15903
41043,169682,165980,17286
40392,164058,160347,16822
40291,165358,160690,17068
41476,166433,161600,17587
40668,160078,158993,16891
40966,165419,159931,24151
41111,171023,200685,17361
40888,166404,162612,19339
41022,164512,166759,20140
42213,164001,162598,21671
41013,170587,165431,16928
41414,167801,164878,17631
40264,162244,162164,18844
40267,166393,163728,15771
40307,161030,161365,17658
40701,165907,164401,18466
40857,164307,161479,18037
40849,165979,163577,16806
41569,163802,160235,20971
41091,163159,162741,17180
41112,166484,163440,16447
40487,167275,163022,17828
39827,167661,163837,16461
41311,164973,161776,19524
40611,167834,164547,19711
41103,164962,163286,19752
40826,213586,181216,15807
40838,168040,169822,17268
40613,168536,162298,17086
40879,166443,164015,17519
40701,167217,162792,16365
40151,163764,163824,18403
40462,161065,160864,17600
40970,167875,167675,19155
40572,163702,163527,20017
41011,165356,163868,21282
41251,160021,171379,16819
40338,161373,162156,24101
39822,162590,163300,18285
40561,161033,163930,18555
39968,163505,161464,17958
39814,162703,162040,16842
40541,163908,161934,21689
40545,169104,163768,17351
40185,162351,162330,16268
40606,219169,198222,18131
91879,170692,165557,17249
41765,166825,164272,25256
41893,168434,164287,19615
40003,167691,164728,19397
40226,163412,163377,19418
40974,168375,165747,16055
40873,163000,161997,17391
41456,167398,500194,23120
41348,165929,496586,22266
42199,173661,168777,16813
41705,163937,166404,17716
42488,168358,162191,17179
40034,168373,166813,18807
42693,168535,162063,18340
40341,168380,166849,18432
41084,195317,167093,19493
42798,181600,165825,22264
42720,162581,164241,17361
41268,167283,167030,19886
41517,170550,166673,16011
41635,272864,182516,19039
41738,178100,177315,18726
54750,167204,169400,17934
102096,211869,197765,26290
92224,173666,193342,23051
43529,215511,172754,17123
42414,166458,166469,17391
42604,174387,165123,17625
40340,164196,167443,18048
41156,171348,167761,24507
40697,170009,163215,17280
41054,168740,162177,19455
40218,163141,162914,20436
40073,165208,165671,19315
41531,166907,167459,16083
41565,161677,164233,17540
40706,170365,164619,17261
41129,167177,167684,17284
41332,164592,172222,17255
44340,175783,172686,17995
43549,173352,169290,18850
42394,170714,168909,17678
43113,175142,168676,20009
43028,174946,185203,20483
43705,176493,177788,22528
43620,177451,175938,18267
42134,179307,174947,18864
43898,175351,173650,21198
43577,181421,178936,19855
43270,173631,178258,17140
45073,178080,172570,19744
42811,168476,173422,18775
52859,235463,177405,20276
46254,189838,241428,25885
47231,215489,191451,32234
48369,196041,193385,20819
47056,188226,185840,19413
44474,186696,186046,26443
45624,182704,184930,22281
46256,189731,186650,21630
45382,182280,182342,22918
44815,183824,177341,18275
45075,185180,180809,19380
45256,184017,177424,18636
44543,232330,184779,18866
52465,220564,192802,19156
46442,186449,181705,19139
46374,181807,184025,20402
45068,192097,186503,21217
43716,182508,176113,18513
42238,174207,173054,21313
42412,172688,172835,23016
42972,181631,175639,17788
42132,175351,174202,20158
43741,179596,174699,19264
42228,170577,171387,19855
42685,173666,171387,18677
42616,177450,177706,18226
42645,176960,171944,16231
41761,177782,174664,22065
43418,170562,169584,18301
43147,177635,173159,17420
75442,197427,179730,19922
42437,179233,175072,26038
43123,178123,177003,20556
41968,172628,172947,27538
44494,173871,170289,20583
41632,169473,172248,16303
42303,173377,172812,18353
43305,181272,176601,17676
43151,175876,172188,17651
41978,177157,173510,17594
42171,172167,181707,17703
41735,178079,175376,19362
42447,172944,172830,17986
43242,176807,174228,20246
43295,172472,174919,21080
43332,178672,171263,22242
41571,169705,204975,17696
41340,183895,179360,16277
42751,176506,169351,19348
42083,173889,168907,18448
41328,165555,166106,19759
41664,171589,165349,18820
42618,169095,165256,17932
40683,170286,166838,21777
42018,163230,164167,17618
40592,173773,169424,17050
41388,302713,189655,19011
41981,176280,175181,26016
41318,174455,168327,17372
40754,169088,164967,20113
42666,167446,165649,15975
40949,168172,167686,17381
40832,166697,233553,17247
41501,179504,168836,17425
40743,169296,170504,172389
45976,213355,183432,18616
44191,170071,171018,18436
42597,173914,167370,17274
42169,165335,166989,19786
42008,173632,164827,19165
41226,165550,164311,22302
42081,170017,167066,18420
41747,162982,164235,16723
42359,171980,166971,19402
41998,170793,166395,19160
41117,170301,167587,19443
42754,169184,165058,18686
40945,169743,166858,17730
40852,162497,163114,22523
40982,168918,165728,17291
40708,165784,166053,18499
41712,169244,282549,34737
76895,413554,247599,30686
49958,189616,179327,23066
45876,178804,177159,23450
42858,174140,234293,21218
42826,187599,177180,17227
42696,170182,167511,17038
41586,256594,173908,18218
43036,168631,165620,17733
41953,164237,265158,17872
71178,196075,190696,19189
43619,171190,166041,20162
42424,169615,166441,18104
41938,169987,165375,20336
40946,170619,168419,21535
40650,168604,196162,25579
43366,190966,170215,19252
42479,171781,166250,15898
41442,167820,166312,18517
42766,166175,164835,18919
41337,165599,167586,18252
41296,166464,199079,17930
41575,192632,177945,16896
41689,169187,168607,16941
40892,174905,169352,18624
41111,165083,162153,21555
40779,165761,169134,22141
40777,166876,210003,24988
42052,182437,171664,17121
41210,164290,164643,19723
41244,167225,165195,19870
41369,168997,166671,19924
40627,167347,164271,15894
39958,166835,439482,19193
44269,185177,170922,17237
42034,167038,166189,190009
47523,203736,173551,17409
42409,170728,164938,17383
40695,202586,192987,18413
42057,173817,169104,17295
42939,164614,168429,18917
42318,168121,167009,20405
40870,169122,165220,19796
42110,163245,165467,22416
40999,219187,186520,22259
40750,176884,208481,17985
41437,180960,173156,17444
41480,167875,163668,28090
43315,171078,169051,20740
41473,167856,167731,19337
74642,192540,176454,18931
40949,165015,169483,18283
41628,165697,171003,17485
40497,164479,164880,16654
41158,167096,161291,17309
39928,167853,165560,18643
46261,192797,176065,17178
40991,168787,168422,18478
42500,172196,168041,22127
43918,169611,168732,21939
41763,170673,173092,25776
40290,168768,209277,22021
43558,190864,172704,19858
41574,169599,168654,20585
41296,169398,169561,16150
42376,166262,166247,18070
40988,169174,163719,16579
40294,165142,165407,17485
40431,162023,165228,17431
40338,162774,161016,16740
40251,166191,210348,18815
42490,183843,167540,17537
40895,168168,163834,19187
42377,167108,166190,20135
41186,165100,167683,20340
42135,165550,164833,22308
40935,163180,199952,23128
42603,186710,171616,17459
41343,169875,166906,16328
40273,165705,174094,19957
41663,166776,161793,18222
40371,166730,167863,18818
40895,162084,215030,17970
42485,188934,174184,17578
40895,168706,165724,17123
64143,189938,171361,18107
40446,170283,169441,21813
40437,163193,164836,21503
40020,166968,300615,26601
41771,202618,169904,17836
41277,170327,164877,20664
42414,169029,168673,19693
40901,171863,165757,15529
68002,168591,237739,18313
42711,183551,171004,17157
42379,168812,165458,17958
40926,162872,166225,16841
41009,166344,164526,17644
39899,168180,168165,18190
41239,163469,162026,18856
43452,191705,173860,17442
41328,168914,163250,20144
41562,172520,167078,19613
41516,167697,166760,21992
40798,170569,168872,21751
41360,164559,207090,18650
42435,188720,170222,15645
42056,169669,167659,19572
41069,171088,164243,18324
41799,166838,162208,19299
41336,163478,165194,18196
41875,164429,203197,18589
43089,190915,172887,17265
40918,166436,174157,17118
41794,167525,166600,17669
41433,164603,165407,22065
39898,168260,165501,21508
40186,165611,213488,26426
41268,184259,173340,17259
41131,166037,166434,20089
40907,163587,166192,19677
41336,169320,240471,21207
42982,183477,168308,16096
43256,171168,166155,17364
41777,166250,164169,16674
41511,161182,164076,17542
41203,166867,161887,16710
40231,167944,218384,18673
43187,180882,171654,18707
42524,171039,165421,19875
40515,169937,164762,17132
41101,163990,166579,19878
41667,166903,162332,19908
41677,164322,230363,21894
42133,180001,168697,21586
41341,167008,164951,17763
40619,163225,166629,19555
40920,167367,166060,16303
42469,161785,160895,18237
41963,159515,224166,16322
40724,169448,167091,18034
41891,170785,168553,21801
41747,164257,166605,17936
41875,173870,200461,19785
42742,411107,295865,23214
59805,210369,188370,21441
47804,181978,175679,18030
44667,170370,170545,17898
43622,176553,173340,25327
43284,169176,166725,17519
42151,173606,170188,17885
41261,164687,165458,21278
41941,168319,166555,19768
42487,164235,164992,19399
42928,166556,168417,17615
41797,169123,167525,16144
41687,175050,170692,16771
41266,169886,223236,17733
43726,181031,168530,16834
41739,169248,168360,17702
42069,172821,168612,17316
41495,171407,167765,17785
41339,166055,167637,18425
41551,175182,183148,17591
41202,165366,170237,19581
40994,171904,168723,19501
41214,165747,165177,21371
41343,171918,170243,17200
40308,165037,162781,16436
42697,174857,166436,19249
42759,165501,172808,19063
42541,173089,167942,18787
41347,165753,170001,18346
42047,169103,166425,16140
40777,167998,164495,18192
42500,166217,175424,22681
40945,167924,167749,18069
41791,169009,166368,17854
40737,352341,200681,26520
43785,174384,169836,19922
41749,170662,167737,20929
41539,173790,165705,19492
41228,166931,166091,16150
41799,167793,167259,16047
41011,170169,169555,17442
68474,197310,174289,17123
44271,173085,170958,17899
42417,173436,167192,17050
41288,171086,166508,17503
41814,171425,163666,18730
41396,169111,168300,17299
41998,167684,168617,19261
41924,168365,168328,20198
40541,164769,168520,22026
42874,167423,163399,17947
42187,164673,165785,18858
41671,165611,163122,18737
41461,241201,227554,20195
44169,174699,166421,18795
42173,169805,168354,22451
42597,162798,167416,17615
42382,170166,163785,16671
41152,166356,165856,17842
41276,169136,166618,17194
40012,170482,166901,24080
41245,310116,181048,20313
42577,174077,173947,28777
42627,170300,163260,19451
40773,166480,164817,16118
41983,168679,164514,15958
41134,164814,164420,18291
42375,169799,165940,17254
41612,165025,166651,17431
40710,165703,166527,17176
41089,164124,248027,18261
45235,188017,173056,18754
40963,171296,169144,17580
40864,169563,168468,19392
41077,169001,169622,20262
42700,177230,165440,20620
41794,165863,166867,22057
42693,172167,164844,21880
41727,169850,167166,17921
40877,168855,163051,16079
41173,169466,168377,19587
41392,164870,165859,19061
41328,168234,162717,18001
41191,168193,168271,18919
42750,163604,165757,18285
41470,165766,171984,16849
40690,170008,169026,17343
42019,169747,166650,21427
41071,165182,165306,17124
42292,168890,163767,21787
40762,165562,167736,18248
40826,168965,167154,24738
40771,164513,164556,20101
41535,169188,160685,20045
40711,168313,165975,117337
48100,202657,174707,19841
40753,166185,167409,19897
41409,168960,164749,16133
42311,167910,168810,16296
41899,164276,167290,17070
41223,207319,184541,18366
41515,175986,166909,17217
41056,170797,168608,17103
41426,171073,167833,17926
41353,164219,163409,17710
41515,172975,165591,19041
42177,171511,166774,19916
42116,172040,281301,20880
42411,186266,173621,22648
41695,165712,164381,21960
41677,166784,166481,17539
43339,170481,165162,15509
42038,164414,166638,19952
41875,167585,168338,17950
40523,162753,164463,19329
42447,171258,165842,18878
41159,163884,167461,18525
41328,166077,160875,16731
40985,167212,168274,16974
40785,169832,163639,16840
40939,160569,167127,16967
42573,171186,171347,21562
42109,165732,168319,20983
42078,171711,164997,17348
41549,162772,167343,17808
41944,169345,163755,24166
53163,245687,182178,21105
43991,198338,201676,20227
43005,173674,169244,20109
62215,208585,184659,21546
46124,189205,177068,17564
45267,173827,249372,18972
44322,194841,172618,17619
43738,176338,289837,23274
47247,196860,176057,17633
42856,171109,168415,19040
42880,169302,167447,18057
41971,241056,177648,17875
41972,168243,188204,22114
55822,173225,166423,19877
40315,168820,168038,20631
40945,169684,164045,21760
41025,167131,208110,22459
42795,189888,171983,17817
40707,175030,168462,16231
41325,164433,168700,16060
41023,169454,173090,19352
41476,167250,167554,18185
41315,171260,213511,20470
42580,187876,180095,18875
42026,171143,166744,18604
41965,166974,166010,17560
41470,216337,174603,17541
42610,168134,168670,22872
44925,236407,185441,17680
41518,177370,168209,21159
41540,167261,167598,30755
44358,179785,174632,18037
41701,171167,182238,19970
44745,210058,175027,26929
46811,203910,187043,18801
43072,176682,177247,18472
43296,176379,179212,20832
43600,169201,174521,20601
42704,167769,172691,21092
42932,178298,229527,21198
44361,185061,175657,20580
44079,178554,172704,19957
44113,172944,175090,16944
43052,182176,170196,17885
47581,166861,164220,17388
40815,210483,185075,17627
41688,177831,169981,16892
41058,164050,165680,17189
41084,167026,164425,18641
41017,164600,164409,17623
40682,164638,164245,19362
41116,215632,175132,19823
41576,167932,168854,21634
41005,169921,166495,16924
41786,169905,166603,16140
40837,167879,168336,18996
41370,164368,163482,18551
42082,225744,173067,19439
41058,172542,166140,18369
41046,170755,167761,20968
41933,168089,162537,17279
40832,225320,200174,17286
42286,170359,173956,18196
43121,167815,162687,24300
40993,167003,165590,18303
41431,165646,161869,19185
41310,171319,166740,19128
41659,208732,186722,19947
42222,173723,170305,19801
40611,170673,169069,15763
40865,165912,169338,17365
42323,169825,166130,16760
40806,166792,167287,19244
43540,214525,181548,17556
41450,172200,169037,18641
42946,166952,163524,18555
40339,162490,164250,18336
41846,168325,167135,19470
41176,163693,167049,21517
81349,229780,207064,20478
48961,198222,196363,26201
47468,183937,266509,21216
47019,205660,186936,21216
45219,184927,180098,20655
44129,178550,175975,20046
44711,176646,172668,18452
71938,176791,174699,24383
43909,249676,183967,18994
45609,177987,174996,19429
44629,175750,173630,17373
43572,176230,173128,26333
43332,179929,230103,21728
45036,190538,246366,20702
44595,182909,202452,17025
44887,179014,176381,19242
43175,178949,177534,17665
43578,177393,175386,18141
42734,184270,175141,18094
80810,203013,194563,19595
46048,186453,183718,20455
45790,182991,183361,18868
44612,178184,182310,21986
45449,184323,181305,21093
44491,224615,212049,21941
45803,195467,184748,24042
46209,185891,184816,19595
44586,185802,184675,17083
45309,184280,184482,21356
44704,184388,232453,20700
44860,207744,190390,21366
45423,188216,180050,20745
44767,181055,182091,24300
45874,186023,183479,18779
45928,184285,180916,18809
44288,241477,187639,18915
45646,188160,186479,20205
46391,180567,178914,26632
44785,184950,185601,19185
46648,181441,181849,22775
45673,285093,202095,22010
47368,191393,263904,25092
48578,211338,191489,21765
46056,186295,184592,21531
54509,260010,201807,17649
45213,182342,177102,20386
45306,182809,324944,18665
45442,206147,181021,21338
44211,235515,200183,21704
46431,189110,186519,22309
46039,184130,182690,23924
45753,182360,184076,20434
47869,188842,185758,18015
45688,181669,243967,22071
46668,206921,192573,19898
46105,188155,188626,21560
46250,186014,180455,21455
47718,235832,210216,20343
46436,190358,521859,21257
49610,231963,199611,23840
47757,186763,203647,18876
46514,189708,185995,18420
45890,182607,186050,20270
47856,252250,199375,28014
46244,191817,185718,23050
54531,192044,183867,21174
45874,184539,180331,23440
60508,226381,192163,22504
48503,185308,175842,18545
47203,179676,174714,18055
42788,176281,168895,17953
41721,170426,168940,19117
42009,176864,184186,18153
43591,169770,170746,19858
43393,171895,168117,18189
41828,170615,169609,20798
42470,170406,169172,20769
42997,171076,169725,22415
43152,166727,171210,17210
41659,168660,167943,16625
41552,169285,168960,19475
42824,173623,168448,19504
41501,173903,172934,18299
42764,168633,167474,19358
43471,245865,177713,18619
42284,174824,171365,17324
41824,169381,168735,21399
41268,171701,164354,17810
41894,165529,167717,16909
41320,167748,167733,17487
41838,167518,166922,17849
41188,167212,168610,18950
43083,172242,168909,16753
41051,167938,167077,23970
42280,291608,189084,21421
44240,176569,169410,19654
42439,170885,172098,20109
42429,173877,167970,17038
43861,172012,173157,15821
41645,171142,168707,20045
42409,176445,209140,18610
41488,169172,166139,19081
40788,175211,166004,18123
41692,164383,162605,30788
41229,169290,163354,18898
41755,166998,164446,17046
41680,170891,165971,25167
41194,169464,284953,21319
43544,184384,235933,21335
43976,176604,165882,19867
42469,170249,174568,15679
41499,177957,168785,17875
43169,173557,170871,19953
42872,167167,164693,17941
41338,175231,163612,16485
79834,413708,268796,26717
57140,243385,218760,29551
52995,211141,399135,22214
64864,257659,291851,26219
56400,221884,212901,21458
54156,204132,203930,21354
51218,209551,245848,24395
53791,231916,216182,27487
51443,208459,200292,22565
50423,205092,203984,21462
73302,231428,210846,21454
52506,194822,197459,18444
49944,295143,200656,23443
49945,199689,197055,19845
49559,204128,198962,20208
53040,199174,196032,19116
62141,260517,229227,19396
48655,195852,182923,17714
45322,177527,227289,18006
43383,174697,170879,16171
42665,169396,165904,23093
41959,167168,191968,16217
42902,169533,164382,20057
42742,189263,163571,18730
41009,169343,166045,18754
68717,172195,164979,15394
42483,168062,185910,16646
41862,168140,167828,16148
41579,192048,173044,18502
44471,169992,164424,16321
41536,168216,162851,16314
41911,239925,195652,18208
42671,174309,168763,15963
42980,173151,168067,16522
40964,167994,161939,18605
42072,168482,166495,16496
40891,163877,164561,16340
41896,169502,162640,15691
40365,167147,164620,18261
42461,171938,167042,21055
43034,169987,167604,16285
42654,171998,170008,16439
42210,164454,160137,16060
41267,210252,184595,17489
42573,175214,196150,15932
42796,167819,166281,16196
41083,164794,165062,17888
41838,167387,167415,29014
42388,165323,160477,17804
40868,167390,169782,18856
41615,168482,165340,18384
42459,166806,167988,18001
41862,163115,165476,16321
41043,172093,162713,16556
41445,170690,165260,15523
40872,165796,164686,16548
40362,167759,165788,16157
41152,172416,166460,16774
40856,166898,164582,16092
41680,165605,162732,18071
41832,168967,164872,16358
42212,169568,165048,15585
41767,169269,165775,16260
40589,170971,165166,16297
41369,162988,162455,16569
40588,167284,163539,16452
40210,160918,163483,15348
40314,168749,160641,18259
41630,164632,359036,18184
110526,190519,170470,19161
42710,192142,209086,17970
42871,181221,170630,20331
60841,170311,164999,16782
40454,165159,163961,16674
40976,165253,162492,15707
40761,171345,173528,16779
80945,166208,163761,16644
42135,166721,163861,21817
41398,169014,187008,18754
42006,171098,167481,28567
43347,176327,168763,16939
43125,169322,201653,17599
42316,165238,169495,16746
41565,170197,172548,16092
41304,165528,166531,15359
40997,181136,166827,16652
39968,167971,165782,16760
40085,166547,165622,17570
41328,165369,164169,16881
41084,167720,165512,16175
41361,167323,168367,16272
40869,166943,163865,15941
40981,165703,160933,16106
42098,163659,161912,18476
42270,169102,170560,17095
41870,163017,164172,17823
41267,166711,165022,16786
40505,279844,177368,16832
72587,246551,221960,22141
51508,205860,207091,19931
50330,201790,196280,20077
49907,202485,198370,19750
48347,275508,201390,27078
49370,193250,199012,22498
49514,195162,194719,17882
48626,195538,192047,18752
49107,196554,187428,18098
48319,264892,202048,20353
49936,195424,194833,20276
47563,197487,192346,18776
47226,192583,209666,19900
48060,193133,190856,18773
49420,253829,203923,21168
48481,200929,192481,19336
48455,192286,190765,18974
48998,191386,190869,18931
64897,222005,218605,23756
53929,207999,200989,20191
50760,200897,201441,25569
49902,193386,195696,19506
51509,203072,194230,19833
48782,200044,195512,18411
48720,193006,193130,26953
49823,195760,197929,21805
49930,204117,199726,22795
49765,194694,198875,21942
49807,201606,194549,18356
50214,196943,192791,18375
48789,193634,190688,18397
49213,199092,193515,18806
47518,196409,191372,18462
48571,193066,194581,19722
48460,188106,190951,19336
48243,241428,218082,20954
51262,203558,198302,18637
48092,197236,191943,19218
47398,191665,191825,18822
48358,188418,190380,17486
46790,193535,193678,22555
47256,198194,202413,20128
48207,194921,193642,20652
48823,195510,197583,20825
48894,195283,192745,19382
47631,188904,190772,23744
48251,196375,190949,18960
47204,192421,196170,19280
48653,195498,190530,18522
68806,223690,212305,24848
55090,207289,209686,24356
51967,200742,197475,21709
55884,232200,206992,18915
48742,196580,201392,19697
48386,197755,192197,19497
47469,195918,193349,19390
47834,198066,234058,177021
52284,231932,201832,19722
48269,250840,219195,19634
48771,203523,202791,20735
48930,196199,195639,18962
48080,251023,212533,18898
48335,197897,194494,21527
48783,195783,191076,19809
